store_id;Product Handle;Product Title;Product Subtitle;Product Description;Product Status;Product Thumbnail;Product Weight;Product Length;Product Width;Product Height;Product HS Code;Product Origin Country;Product Material;Product Collection Title;Product Collection Handle;Product Type;Column1;Product Discountable;Product Profile Name;Product Profile Type;Variant Title;Variant SKU;Variant Barcode;Variant Inventory Quantity;Variant Manage Inventory;Price USD;Option 1 Name;Option 1 Value;Option 2 Name;Option 2 Value;Sales Channel 1 Name
1;Adaptor M/ Poly Comp 50Mmx20Mm;Adaptor M/ Poly Comp 50Mmx20Mm;;Adaptor M/ Poly Comp 50Mmx20Mm;published;;;;;;;;;;;;;FALSE;;;;3296;;10;TRUE;55;;;;;
1;Adaptor M/ Poly Comp 50Mmx25Mm Ab;Adaptor M/ Poly Comp 50Mmx25Mm Ab;;Adaptor M/ Poly Comp 50Mmx25Mm Ab;published;;;;;;;;;;;;;FALSE;;;;3295;;10;TRUE;65;;;;;
1;"Adaptor M/ Pvc 50Mm X 2""";"Adaptor M/ Pvc 50Mm X 2""";;"Adaptor M/ Pvc 50Mm X 2""";published;;;;;;;;;;;;;FALSE;;;;20095;;10;TRUE;11.55;;;;;
1;"Adaptor M/ Pvc 50Mmx1-1/2"" Ab";"Adaptor M/ Pvc 50Mmx1-1/2"" Ab";;"Adaptor M/ Pvc 50Mmx1-1/2"" Ab";published;;;;;;;;;;;;;FALSE;;;;15422;;10;TRUE;11.55;;;;;
1;Adaptor Male Pvc 40Mm Ab;Adaptor Male Pvc 40Mm Ab;;Adaptor Male Pvc 40Mm Ab;published;;;;;;;;;;;;;FALSE;;;;3277;;10;TRUE;14.7;;;;;
1;"Adaptor Male Pvc 40Mmx1-1/4"" Ab";"Adaptor Male Pvc 40Mmx1-1/4"" Ab";;"Adaptor Male Pvc 40Mmx1-1/4"" Ab";published;;;;;;;;;;;;;FALSE;;;;5024;;10;TRUE;25;;;;;
1;"Adaptor Male Pvc 50Mmx1-1/4"" Ab";"Adaptor Male Pvc 50Mmx1-1/4"" Ab";;"Adaptor Male Pvc 50Mmx1-1/4"" Ab";published;;;;;;;;;;;;;FALSE;;;;12168;;10;TRUE;13.5;;;;;
1;"Adaptor Male Pvc Grey 50Mm X 1-1/2""";"Adaptor Male Pvc Grey 50Mm X 1-1/2""";;"Adaptor Male Pvc Grey 50Mm X 1-1/2""";published;;;;;;;;;;;;;FALSE;;;;13812;;10;TRUE;10;;;;;
1;Adaptor P Comp M/ 32Mmx40Mm Ab;Adaptor P Comp M/ 32Mmx40Mm Ab;;Adaptor P Comp M/ 32Mmx40Mm Ab;published;;;;;;;;;;;;;FALSE;;;;27702;;10;TRUE;32;;;;;
1;"Adaptor Reducing 3/4""Fx1/2""M 15Mm Ab";"Adaptor Reducing 3/4""Fx1/2""M 15Mm Ab";;"Adaptor Reducing 3/4""Fx1/2""M 15Mm Ab";published;;;;;;;;;;;;;FALSE;;;;12785;;10;TRUE;114;;;;;
1;Addis Banister Brush 249Cf6;Addis Banister Brush 249Cf6;;Addis Banister Brush 249Cf6;published;;;;;;;;;;;;;FALSE;;;;34221;;10;TRUE;0;;;;;
1;Addis Bin All Purpose + Base + Lid 91263;Addis Bin All Purpose + Base + Lid 91263;;Addis Bin All Purpose + Base + Lid 91263;published;;;;;;;;;;;;;FALSE;;;;31076;;10;TRUE;562;;;;;
1;Addis Bin All Purpose Diy 91260Bk;Addis Bin All Purpose Diy 91260Bk;;Addis Bin All Purpose Diy 91260Bk;published;;;;;;;;;;;;;FALSE;;;;31075;;10;TRUE;360;;;;;
1;Addis Bin Bigga 60L + Base + Surr & Lid 9119St;Addis Bin Bigga 60L + Base + Surr & Lid 9119St;;Addis Bin Bigga 60L + Base + Surr & Lid 9119St;published;;;;;;;;;;;;;FALSE;;;;31074;;10;TRUE;362;;;;;
1;Addis Bin Flip Top 12L With Lid 9115St;Addis Bin Flip Top 12L With Lid 9115St;;Addis Bin Flip Top 12L With Lid 9115St;published;;;;;;;;;;;;;FALSE;;;;31073;;10;TRUE;118;;;;;
1;Addis Bin Flip Top 32L + Base + Lid 91074Bk;Addis Bin Flip Top 32L + Base + Lid 91074Bk;;Addis Bin Flip Top 32L + Base + Lid 91074Bk;published;;;;;;;;;;;;;FALSE;;;;31070;;10;TRUE;245;;;;;
1;Addis Bin Flip Top 46L + Base + Lid 91098Bk;Addis Bin Flip Top 46L + Base + Lid 91098Bk;;Addis Bin Flip Top 46L + Base + Lid 91098Bk;published;;;;;;;;;;;;;FALSE;;;;31071;;10;TRUE;325;;;;;
1;Addis Bin Mini Flip Flap + Base + S/L 9113St;Addis Bin Mini Flip Flap + Base + S/L 9113St;;Addis Bin Mini Flip Flap + Base + S/L 9113St;published;;;;;;;;;;;;;FALSE;;;;31072;;10;TRUE;80;;;;;
1;Addis Bin Pedal 12L + Base + Lid 9128St;Addis Bin Pedal 12L + Base + Lid 9128St;;Addis Bin Pedal 12L + Base + Lid 9128St;published;;;;;;;;;;;;;FALSE;;;;31077;;10;TRUE;157;;;;;
1;Addis Bin Pedal 20L + Base + Lid 9129St;Addis Bin Pedal 20L + Base + Lid 9129St;;Addis Bin Pedal 20L + Base + Lid 9129St;published;;;;;;;;;;;;;FALSE;;;;31078;;10;TRUE;310;;;;;
